id,score,sym,name,ensemblgene,species,pr_value_norm,is_tf
55323,8.386035,LARP6,La ribonucleoprotein domain family member 6,ENSG00000166173,human,LA,False
55132,8.386035,LARP1B,La ribonucleoprotein domain family member 1B,ENSG00000138709,human,LA,False
113251,8.264472,LARP4,La ribonucleoprotein domain family member 4,ENSG00000161813,human,LA,False
23367,8.264472,LARP1,La ribonucleoprotein domain family member 1,ENSG00000155506,human,LA,False
23185,8.257112,LARP4B,La ribonucleoprotein domain family member 4B,ENSG00000107929,human,LA,False
51574,8.202207,LARP7,La ribonucleoprotein domain family member 7,ENSG00000174720,human,LA,False
94025,18.797754,MUC16,"mucin 16, cell surface associated",ENSG00000181143,human,CA125,False
73732,15.717965,Muc16,mucin 16,ENSMUSG00000109564,mouse,CA125,False
10875,87.043884,FGL2,fibrinogen like 2,ENSG00000127951,human,FGL2,False
14190,73.5272,Fgl2,fibrinogen-like protein 2,ENSMUSG00000039899,mouse,FGL2,False
335,92.91985,APOA1,apolipoprotein A1,ENSG00000118137,human,APOA1,False
11806,74.50129,Apoa1,apolipoprotein A-I,ENSMUSG00000032083,mouse,APOA1,False
104326055,19.67622,APOA1-AS,APOA1 antisense RNA,ENSG00000235910,human,APOA1,False
18439,15.001736,P2rx7,"purinergic receptor P2X, ligand-gated ion channel, 7",ENSMUSG00000029468,mouse,P2X7R,False
5029,18.316874,P2RY2,purinergic receptor P2Y2,ENSG00000175591,human,P2Y2R,False
57007,17.849089,ACKR3,atypical chemokine receptor 3,ENSG00000144476,human,CXCR7,False
12778,14.127057,Ackr3,atypical chemokine receptor 3,ENSMUSG00000044337,mouse,CXCR7,False
820,17.895767,CAMP,cathelicidin antimicrobial peptide,ENSG00000164047,human,LL37,False
146713,9.934052,RBFOX3,RNA binding fox-1 homolog 3,ENSG00000167281,human,FOX,False
54715,9.864549,RBFOX1,RNA binding fox-1 homolog 1,ENSG00000078328,human,FOX,False
23543,9.805069,RBFOX2,RNA binding fox-1 homolog 2,,human,FOX,False
93686,6.6257267,Rbfox2,"RNA binding protein, fox-1 homolog (C. elegans) 2",ENSMUSG00000033565,mouse,FOX,False
52897,6.536776,Rbfox3,"RNA binding protein, fox-1 homolog (C. elegans) 3",ENSMUSG00000025576,mouse,FOX,False
268859,6.536776,Rbfox1,"RNA binding protein, fox-1 homolog (C. elegans) 1",ENSMUSG00000008658,mouse,FOX,False
14109,5.499601,Fau,Finkel-Biskis-Reilly murine sarcoma virus (FBR-MuSV) ubiquitously expressed (fox derived),ENSMUSG00000038274,mouse,FOX,False
14112,1.8999506,Fau-ps3,"Finkel-Biskis-Reilly murine sarcoma virus (FBR-MuSV) ubiquitously expressed (fox derived), pseudogene 3",,mouse,FOX,False
ENSMUSG00000082412,1.8861529,Fau-ps1,"Finkel-Biskis-Reilly murine sarcoma virus (FBR-MuSV) ubiquitously expressed (fox derived), pseudogene 1",ENSMUSG00000082412,mouse,FOX,False
14110,1.8574971,Fau-ps1,"Finkel-Biskis-Reilly murine sarcoma virus (FBR-MuSV) ubiquitously expressed (fox derived), pseudogene 1",,mouse,FOX,False
3554,18.77057,IL1R1,interleukin 1 receptor type 1,ENSG00000115594,human,CD121A,False
16177,15.269007,Il1r1,"interleukin 1 receptor, type I",ENSMUSG00000026072,mouse,CD121A,False
10617,17.590698,STAMBP,STAM binding protein,ENSG00000124356,human,AMSH,False
70527,14.479544,Stambp,STAM binding protein,ENSMUSG00000006906,mouse,AMSH,False
4157,88.960945,MC1R,melanocortin 1 receptor,ENSG00000258839,human,MC1R,False
17199,74.089584,Mc1r,melanocortin 1 receptor,ENSMUSG00000074037,mouse,MC1R,False
9734,87.75646,HDAC9,histone deacetylase 9,ENSG00000048052,human,HDAC9,False
79221,72.78183,Hdac9,histone deacetylase 9,ENSMUSG00000004698,mouse,HDAC9,False
7268,18.297733,TTC4,tetratricopeptide repeat domain 4,ENSG00000243725,human,CNS1,False
64821,16.377623,Cigs1,conserved intergenic sequence 1,,mouse,CNS1,False
108281108,15.559403,LOC108281108,Pax8 CNS1 enhancer,,mouse,CNS1,False
965,18.2755,CD58,CD58 molecule,ENSG00000116815,human,LFA3,False
3385,93.839195,ICAM3,intercellular adhesion molecule 3,ENSG00000076662,human,ICAM3,False
15898,14.9668865,Icam5,"intercellular adhesion molecule 5, telencephalin",ENSMUSG00000032174,mouse,ICAM3,False
26762,93.34332,HAVCR1,hepatitis A virus cellular receptor 1,ENSG00000113249,human,HAVCR1,False
171283,78.28795,Havcr1,hepatitis A virus cellular receptor 1,ENSMUSG00000040405,mouse,HAVCR1,False
6348,17.908195,CCL3,C-C motif chemokine ligand 3,,human,MIP1A,False
20302,15.280551,Ccl3,chemokine (C-C motif) ligand 3,ENSMUSG00000000982,mouse,MIP1A,False
14281,14.737549,Fos,FBJ osteosarcoma oncogene,ENSMUSG00000021250,mouse,CFOS,False
2353,90.468094,FOS,"Fos proto-oncogene, AP-1 transcription factor subunit",ENSG00000170345,human,FOS,True
14281,75.876465,Fos,FBJ osteosarcoma oncogene,ENSMUSG00000021250,mouse,FOS,False
14283,9.894038,Fosl1,fos-like antigen 1,ENSMUSG00000024912,mouse,FOS,False
14284,9.777535,Fosl2,fos-like antigen 2,ENSMUSG00000029135,mouse,FOS,False
7392,9.009077,USF2,"upstream transcription factor 2, c-fos interacting",ENSG00000105698,human,FOS,True
8061,8.281354,FOSL1,"FOS like 1, AP-1 transcription factor subunit",ENSG00000175592,human,FOS,True
2355,8.238641,FOSL2,"FOS like 2, AP-1 transcription factor subunit",ENSG00000075426,human,FOS,True
434127,6.4713583,Gm5586,40S RIBOSOMAL PROTEIN S3A (V-FOS TRANSFORMATION EFFECTOR PROTEIN),,mouse,FOS,False
ENSG00000248394,2.381312,FOSL1P1,"FOS like 1, AP-1 transcription factor subunit pseudogene 1",ENSG00000248394,human,FOS,False
7078,91.94538,TIMP3,TIMP metallopeptidase inhibitor 3,ENSG00000100234,human,TIMP3,False
21859,71.9708,Timp3,tissue inhibitor of metalloproteinase 3,ENSMUSG00000020044,mouse,TIMP3,False
5891,17.583454,MOK,MOK protein kinase,ENSG00000080823,human,RAGE,False
177,16.451782,AGER,advanced glycosylation end-product specific receptor,,human,RAGE,False
26448,15.336062,Mok,MOK protein kinase,ENSMUSG00000056458,mouse,RAGE,False
11596,13.798269,Ager,advanced glycosylation end product-specific receptor,ENSMUSG00000015452,mouse,RAGE,False
4049,88.85944,LTA,lymphotoxin alpha,,human,LTA,False
16992,74.527275,Lta,lymphotoxin A,ENSMUSG00000024402,mouse,LTA,False
959,86.77907,CD40LG,CD40 ligand,ENSG00000102245,human,CD40LG,False
21947,76.164314,Cd40lg,CD40 ligand,ENSMUSG00000031132,mouse,CD40LG,False
4094,85.34593,MAF,MAF bZIP transcription factor,ENSG00000178573,human,MAF,True
17132,70.53433,Maf,avian musculoaponeurotic fibrosarcoma oncogene homolog,ENSMUSG00000055435,mouse,MAF,False
102467146,10.615229,MAFTRR,MAF transcriptional regulator RNA,ENSG00000261390,human,MAF,False
80790,10.553112,CMIP,c-Maf inducing protein,ENSG00000153815,human,MAF,False
23764,9.695512,MAFF,MAF bZIP transcription factor F,ENSG00000185022,human,MAF,True
7975,9.660488,MAFK,MAF bZIP transcription factor K,ENSG00000198517,human,MAF,True
4097,9.644073,MAFG,MAF bZIP transcription factor G,ENSG00000197063,human,MAF,True
389692,9.561606,MAFA,MAF bZIP transcription factor A,ENSG00000182759,human,MAF,True
9935,9.561606,MAFB,MAF bZIP transcription factor B,ENSG00000204103,human,MAF,True
74440,8.928528,Cmip,c-Maf inducing protein,ENSMUSG00000034390,mouse,MAF,False
1880,18.23467,GPR183,G protein-coupled receptor 183,ENSG00000169508,human,EBI2,False
321019,15.318914,Gpr183,G protein-coupled receptor 183,ENSMUSG00000051212,mouse,EBI2,False
21369,93.32359,tb,tumbler,,mouse,TB,False
22073,15.734326,Prss3,"protease, serine 3",ENSMUSG00000071519,mouse,TB,False
4068,88.086975,SH2D1A,SH2 domain containing 1A,ENSG00000183918,human,SH2D1A,False
20400,73.47162,Sh2d1a,SH2 domain containing 1A,ENSMUSG00000005696,mouse,SH2D1A,False
79727,16.706007,LIN28A,lin-28 homolog A,ENSG00000131914,human,LIN28,True
83557,14.01149,Lin28a,lin-28 homolog A (C. elegans),ENSMUSG00000050966,mouse,LIN28,False
23780,12.22152,APOL2,apolipoprotein L2,ENSG00000128335,human,APOLIPOPROTEIN,False
347,12.22152,APOD,apolipoprotein D,ENSG00000189058,human,APOLIPOPROTEIN,False
341,12.22152,APOC1,apolipoprotein C1,ENSG00000130208,human,APOLIPOPROTEIN,False
336,12.216427,APOA2,apolipoprotein A2,ENSG00000158874,human,APOLIPOPROTEIN,False
79135,12.168946,APOO,apolipoprotein O,ENSG00000184831,human,APOLIPOPROTEIN,False
116519,12.168946,APOA5,apolipoprotein A5,ENSG00000110243,human,APOLIPOPROTEIN,False
335,12.168946,APOA1,apolipoprotein A1,ENSG00000118137,human,APOLIPOPROTEIN,False
55937,12.152271,APOM,apolipoprotein M,,human,APOLIPOPROTEIN,False
80832,12.152271,APOL4,apolipoprotein L4,ENSG00000100336,human,APOLIPOPROTEIN,False
337,12.152271,APOA4,apolipoprotein A4,ENSG00000110244,human,APOLIPOPROTEIN,False
57495,7.77635,NWD2,NACHT and WD repeat domain containing 2,ENSG00000174145,human,NACHT,False
284434,7.6830554,NWD1,NACHT and WD repeat domain containing 1,ENSG00000188039,human,NACHT,False
112267910,6.6260395,LOC112267910,"NACHT, LRR and PYD domains-containing protein 10-like",,human,NACHT,False
319807,6.5536213,Nwd2,NACHT and WD repeat domain containing 2,ENSMUSG00000090061,mouse,NACHT,False
319555,6.443853,Nwd1,NACHT and WD repeat domain containing 1,ENSMUSG00000048148,mouse,NACHT,False
ENSMUSG00000116526,5.2265186,Nlrp1b,"NACHT, LRR and PYD domains-containing protein 1b allele 5",ENSMUSG00000116526,mouse,NACHT,False
105782,14.355704,Scrib,scribbled planar cell polarity,ENSMUSG00000022568,mouse,CRC,False
11433,15.3251295,Acp5,"acid phosphatase 5, tartrate resistant",ENSMUSG00000001348,mouse,TRACP,False
6786,88.750786,STIM1,stromal interaction molecule 1,ENSG00000167323,human,STIM1,False
20866,72.407814,Stim1,stromal interaction molecule 1,ENSMUSG00000030987,mouse,STIM1,False
246778,17.55712,IL27,interleukin 27,ENSG00000197272,human,IL27P28,False
4306,17.245842,NR3C2,nuclear receptor subfamily 3 group C member 2,ENSG00000151623,human,MLR,True
110784,15.76489,Nr3c2,"nuclear receptor subfamily 3, group C, member 2",ENSMUSG00000031618,mouse,MLR,False
16785,15.763634,Rpsa,ribosomal protein SA,ENSMUSG00000032518,mouse,MLR,False
6915,13.952589,TBXA2R,thromboxane A2 receptor,ENSG00000006638,human,THROMBOXANE,False
6914,13.869629,TBXA1R,thromboxane A1 receptor,,human,THROMBOXANE,False
6916,12.430177,TBXAS1,thromboxane A synthase 1,ENSG00000059377,human,THROMBOXANE,False
21390,11.702171,Tbxa2r,thromboxane A2 receptor,ENSMUSG00000034881,mouse,THROMBOXANE,False
21391,9.8422985,Tbxas1,"thromboxane A synthase 1, platelet",ENSMUSG00000029925,mouse,THROMBOXANE,False
19223,11.962344,Ptgis,prostaglandin I2 (prostacyclin) synthase,ENSMUSG00000017969,mouse,PROSTACYCLIN,False
581,88.596344,BAX,"BCL2 associated X, apoptosis regulator",ENSG00000087088,human,BAX,False
12028,73.66093,Bax,BCL2-associated X protein,ENSMUSG00000003873,mouse,BAX,False
18095,14.557789,Nkx3-1,NK3 homeobox 1,ENSMUSG00000022061,mouse,BAX,False
51643,9.377418,TMBIM4,transmembrane BAX inhibitor motif containing 4,ENSG00000155957,human,BAX,False
64114,9.356099,TMBIM1,transmembrane BAX inhibitor motif containing 1,ENSG00000135926,human,BAX,False
7009,9.326323,TMBIM6,transmembrane BAX inhibitor motif containing 6,ENSG00000139644,human,BAX,False
68212,7.8470507,Tmbim4,transmembrane BAX inhibitor motif containing 4,ENSMUSG00000020225,mouse,BAX,False
69660,7.8332114,Tmbim1,transmembrane BAX inhibitor motif containing 1,ENSMUSG00000006301,mouse,BAX,False
75010,7.8101974,Tmbim7,transmembrane BAX inhibitor motif containing 7,ENSMUSG00000014529,mouse,BAX,False
110213,7.8049726,Tmbim6,transmembrane BAX inhibitor motif containing 6,ENSMUSG00000023010,mouse,BAX,False
7956,8.872646,NTT,Noncoding transcript in T cells,,human,CELLS,False
8521,8.148423,GCM1,glial cells missing transcription factor 1,ENSG00000137270,human,CELLS,True
27040,8.146945,LAT,linker for activation of T cells,ENSG00000213658,human,CELLS,False
9247,8.096408,GCM2,glial cells missing transcription factor 2,ENSG00000124827,human,CELLS,True
10725,7.6049986,NFAT5,nuclear factor of activated T cells 5,ENSG00000102908,human,CELLS,True
54209,7.6049986,TREM2,triggering receptor expressed on myeloid cells 2,ENSG00000095970,human,CELLS,False
4775,7.527832,NFATC3,nuclear factor of activated T cells 3,ENSG00000072736,human,CELLS,True
4772,7.5029097,NFATC1,nuclear factor of activated T cells 1,ENSG00000131196,human,CELLS,True
54210,7.5008698,TREM1,triggering receptor expressed on myeloid cells 1,ENSG00000124731,human,CELLS,False
104218,7.4736547,Dtc1,detected by T cells 1,,mouse,CELLS,False
153572,86.74582,IRX2,iroquois homeobox 2,ENSG00000170561,human,IRX2,True
16372,74.472534,Irx2,Iroquois homeobox 2,ENSMUSG00000001504,mouse,IRX2,False
19294,15.746992,Nectin2,nectin cell adhesion molecule 2,ENSMUSG00000062300,mouse,MPH,False
4351,9.729086,MPI,mannose phosphate isomerase,ENSG00000178802,human,MANNOSE,False
29926,8.780475,GMPPA,GDP-mannose pyrophosphorylase A,ENSG00000144591,human,MANNOSE,False
3998,8.780475,LMAN1,"lectin, mannose binding 1",ENSG00000074695,human,MANNOSE,False
2762,8.756018,GMDS,"GDP-mannose 4,6-dehydratase",ENSG00000112699,human,MANNOSE,False
4153,8.734555,MBL2,mannose binding lectin 2,ENSG00000165471,human,MANNOSE,False
29925,8.7307415,GMPPB,GDP-mannose pyrophosphorylase B,ENSG00000173540,human,MANNOSE,False
10960,8.7307415,LMAN2,"lectin, mannose binding 2",ENSG00000169223,human,MANNOSE,False
84197,8.682707,POMK,protein-O-mannose kinase,ENSG00000185900,human,MANNOSE,False
110119,8.175354,Mpi,mannose phosphate isomerase,ENSMUSG00000032306,mouse,MANNOSE,False
9902,7.95414,MRC2,mannose receptor C type 2,ENSG00000011028,human,MANNOSE,False
80380,17.856144,PDCD1LG2,programmed cell death 1 ligand 2,ENSG00000197646,human,PDL2,False
148022,89.22712,TICAM1,toll like receptor adaptor molecule 1,ENSG00000127666,human,TICAM1,False
106759,73.67849,Ticam1,toll-like receptor adaptor molecule 1,ENSMUSG00000047123,mouse,TICAM1,False
148022,17.587088,TICAM1,toll like receptor adaptor molecule 1,ENSG00000127666,human,TRIF,False
140691,16.89825,TRIM69,tripartite motif containing 69,,human,TRIF,False
70928,15.757062,Trim69,tripartite motif-containing 69,ENSMUSG00000033368,mouse,TRIF,False
225471,14.991231,Ticam2,toll-like receptor adaptor molecule 2,ENSMUSG00000056130,mouse,TRIF,False
106759,14.747414,Ticam1,toll-like receptor adaptor molecule 1,ENSMUSG00000047123,mouse,TRIF,False
56515,14.172727,Rnf138,ring finger protein 138,ENSMUSG00000024317,mouse,TRIF,False
1021,86.77907,CDK6,cyclin dependent kinase 6,ENSG00000105810,human,CDK6,False
12571,72.133316,Cdk6,cyclin-dependent kinase 6,ENSMUSG00000040274,mouse,CDK6,False
966,87.28195,CD59,CD59 molecule (CD59 blood group),ENSG00000085063,human,CD59,False
12509,15.782143,Cd59a,CD59a antigen,ENSMUSG00000032679,mouse,CD59,False
5617,15.820265,PRL,prolactin,ENSG00000172179,human,PROLACTIN,False
5618,13.724632,PRLR,prolactin receptor,ENSG00000113494,human,PROLACTIN,False
19109,13.069131,Prl,prolactin,ENSMUSG00000021342,mouse,PROLACTIN,False
51052,12.133194,PRLH,prolactin releasing hormone,ENSG00000071677,human,PROLACTIN,False
5304,12.04391,PIP,prolactin induced protein,ENSG00000159763,human,PROLACTIN,False
19116,11.5107,Prlr,prolactin receptor,ENSMUSG00000005268,mouse,PROLACTIN,False
10113,10.876377,PREB,prolactin regulatory element binding,ENSG00000138073,human,PROLACTIN,True
2834,10.876377,PRLHR,prolactin releasing hormone receptor,ENSG00000119973,human,PROLACTIN,False
623503,10.101344,Prlh,prolactin releasing hormone,ENSMUSG00000090550,mouse,PROLACTIN,False
18716,10.043579,Pip,prolactin induced protein,ENSMUSG00000058499,mouse,PROLACTIN,False
5617,87.58422,PRL,prolactin,ENSG00000172179,human,PRL,False
19109,72.82398,Prl,prolactin,ENSMUSG00000021342,mouse,PRL,False
56030,15.768027,Tmem131,transmembrane protein 131,ENSMUSG00000026116,mouse,NEG,False
10314,18.316874,LANCL1,LanC like 1,ENSG00000115365,human,P40,False
10244,18.24084,RABEPK,Rab9 effector protein with kelch motifs,ENSG00000136933,human,P40,False
339541,17.259607,ARMH1,armadillo-like helical domain containing 1,ENSG00000198520,human,P40,False
3921,17.259607,RPSA,ribosomal protein SA,ENSG00000168028,human,P40,False
8626,17.106346,TP63,tumor protein p63,ENSG00000073282,human,P40,True
3578,16.898157,IL9,interleukin 9,ENSG00000145839,human,P40,False
5713,16.444422,PSMD7,"proteasome 26S subunit, non-ATPase 7",ENSG00000103035,human,P40,False
10969,16.300474,EBNA1BP2,EBNA1 binding protein 2,ENSG00000117395,human,P40,False
9181,16.06055,ARHGEF2,Rho/Rac guanine nucleotide exchange factor 2,ENSG00000116584,human,P40,False
5594,16.06055,MAPK1,mitogen-activated protein kinase 1,ENSG00000100030,human,P40,False
2206,18.793802,MS4A2,membrane spanning 4-domains A2,ENSG00000149534,human,FCERI,False
2205,18.278809,FCER1A,Fc fragment of IgE receptor Ia,ENSG00000179639,human,FCERI,False
14125,14.504827,Fcer1a,"Fc receptor, IgE, high affinity I, alpha polypeptide",ENSMUSG00000005339,mouse,FCERI,False
14126,14.504827,Ms4a2,"membrane-spanning 4-domains, subfamily A, member 2",ENSMUSG00000024680,mouse,FCERI,False
110462,12.257581,Tcra-VBMA,"T cell receptor alpha, variable BMA",,mouse,BMA,False
8772,84.34842,FADD,Fas associated via death domain,ENSG00000168040,human,FADD,False
14082,73.053246,Fadd,Fas (TNFRSF6)-associated via death domain,ENSMUSG00000031077,mouse,FADD,False
8837,10.966663,CFLAR,CASP8 and FADD like apoptosis regulator,ENSG00000003402,human,FADD,False
12633,9.139188,Cflar,CASP8 and FADD-like apoptosis regulator,ENSMUSG00000026031,mouse,FADD,False
100040853,3.3118331,Gm9845,CASP8 and FADD-like apoptosis regulator pseudogene,,mouse,FADD,False
221476,90.7892,PI16,peptidase inhibitor 16,ENSG00000164530,human,PI16,False
74116,72.945206,Pi16,peptidase inhibitor 16,ENSMUSG00000024011,mouse,PI16,False
10404,18.767212,CPQ,carboxypeptidase Q,ENSG00000104324,human,LDP,False
619477,12.737604,GCCD3,glucocorticoid deficiency 3,,human,GLUCOCORTICOID,False
113263,12.695955,GLCCI1,glucocorticoid induced 1,ENSG00000106415,human,GLUCOCORTICOID,False
282631,12.521093,GCCD2,Glucocorticoid deficiency 2,,human,GLUCOCORTICOID,False
10110,10.267685,SGK2,serum/glucocorticoid regulated kinase 2,ENSG00000101049,human,GLUCOCORTICOID,False
6446,10.189842,SGK1,serum/glucocorticoid regulated kinase 1,ENSG00000118515,human,GLUCOCORTICOID,False
170772,9.527095,Glcci1,glucocorticoid induced transcript 1,ENSMUSG00000029638,mouse,GLUCOCORTICOID,False
26205,9.31397,GMEB2,glucocorticoid modulatory element binding protein 2,ENSG00000101216,human,GLUCOCORTICOID,True
10691,9.31397,GMEB1,glucocorticoid modulatory element binding protein 1,ENSG00000162419,human,GLUCOCORTICOID,True
23678,8.649849,SGK3,serum/glucocorticoid regulated kinase family member 3,ENSG00000104205,human,GLUCOCORTICOID,False
20393,8.62113,Sgk1,serum/glucocorticoid regulated kinase 1,ENSMUSG00000019970,mouse,GLUCOCORTICOID,False
154,17.245842,ADRB2,adrenoceptor beta 2,ENSG00000169252,human,B2AR,False
5966,86.27065,REL,"REL proto-oncogene, NF-kB subunit",ENSG00000162924,human,REL,True
19696,70.99988,Rel,reticuloendotheliosis oncogene,ENSMUSG00000020275,mouse,REL,False
19697,7.8476696,Rela,v-rel reticuloendotheliosis viral oncogene homolog A (avian),ENSMUSG00000024927,mouse,REL,False
19698,7.835509,Relb,avian reticuloendotheliosis viral (v-rel) oncogene related B,ENSMUSG00000002983,mouse,REL,False
100422456,2.7736526,LOC100422456,v-rel avian reticuloendotheliosis viral oncogene homolog A pseudogene,,human,REL,False
90550,84.59394,MCU,mitochondrial calcium uniporter,ENSG00000156026,human,MCU,False
215999,72.56386,Mcu,mitochondrial calcium uniporter,ENSMUSG00000009647,mouse,MCU,False
56259,18.811523,CTNNBL1,catenin beta like 1,ENSG00000132792,human,NAP,False
66642,15.76489,Ctnnbl1,"catenin, beta like 1",ENSMUSG00000027649,mouse,NAP,False
6595,17.092253,SMARCA2,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 2",ENSG00000080503,human,BRM,False
67155,14.732068,Smarca2,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 2",ENSMUSG00000024921,mouse,BRM,False
64236,86.39048,PDLIM2,PDZ and LIM domain 2,ENSG00000120913,human,PDLIM2,False
213019,73.66026,Pdlim2,PDZ and LIM domain 2,ENSMUSG00000022090,mouse,PDLIM2,False
233090,15.772468,Scgb2b24,"secretoglobin, family 2B, member 24",ENSMUSG00000046438,mouse,C2B,False
100130342,6.2993603,SCGB2B3P,"secretoglobin family 2B member 3, pseudogene",,human,C2B,False
5987,92.454956,TRIM27,tripartite motif containing 27,,human,TRIM27,False
19720,79.56718,Trim27,tripartite motif-containing 27,ENSMUSG00000021326,mouse,TRIM27,False
923,92.406654,CD6,CD6 molecule,ENSG00000013725,human,CD6,False
12511,76.11346,Cd6,CD6 antigen,ENSMUSG00000024670,mouse,CD6,False
6121,12.995362,RPE65,retinoid isomerohydrolase RPE65,ENSG00000116745,human,RETINOID,False
6257,11.7447605,RXRB,retinoid X receptor beta,,human,RETINOID,False
6256,11.677504,RXRA,retinoid X receptor alpha,ENSG00000186350,human,RETINOID,True
6258,11.511331,RXRG,retinoid X receptor gamma,ENSG00000143171,human,RETINOID,True
20182,9.838371,Rxrb,retinoid X receptor beta,ENSMUSG00000039656,mouse,RETINOID,False
20181,9.794035,Rxra,retinoid X receptor alpha,ENSMUSG00000015846,mouse,RETINOID,False
20183,9.654665,Rxrg,retinoid X receptor gamma,ENSMUSG00000015843,mouse,RETINOID,False
17198,93.48274,mc,marcel,,mouse,MC,False
11035,91.55364,RIPK3,receptor interacting serine/threonine kinase 3,,human,RIPK3,False
56532,75.5353,Ripk3,receptor-interacting serine-threonine kinase 3,ENSMUSG00000022221,mouse,RIPK3,False
4878,17.06788,NPPA,natriuretic peptide A,ENSG00000175206,human,ANP,False
230899,14.518273,Nppa,natriuretic peptide type A,ENSMUSG00000041616,mouse,ANP,False
718,17.583525,C3,complement C3,ENSG00000125730,human,C3B,False
1379,12.042596,CR1L,complement C3b/C4b receptor 1 like,ENSG00000197721,human,C3B,False
1378,10.03327,CR1,complement C3b/C4b receptor 1 (Knops blood group),ENSG00000203710,human,C3B,False
100422434,3.106672,LOC100422434,complement C3b/C4b receptor 1 (Knops blood group) pseudogene,,human,C3B,False
11314,93.86405,CD300A,CD300a molecule,ENSG00000167851,human,CD300A,False
217303,83.93296,Cd300a,CD300A molecule,ENSMUSG00000034652,mouse,CD300A,False
10273,17.880224,STUB1,STIP1 homology and U-box containing protein 1,ENSG00000103266,human,CHIP,False
56424,14.492163,Stub1,STIP1 homology and U-Box containing protein 1,ENSMUSG00000039615,mouse,CHIP,False
53182,14.80808,MHAA30G12.seq,"DNA segment, MHAA30G12.seq",,mouse,SEQ,False
53224,12.578474,44.MHAa42h8.seq,"DNA segment, 44.MHAa42h8.seq",,mouse,SEQ,False
53300,12.578474,16.MMHAP64FLF1.seq,"DNA segment, 16.MMHAP64FLF1.seq",,mouse,SEQ,False
10128,17.875322,LRPPRC,leucine rich pentatricopeptide repeat containing,ENSG00000138095,human,GP130,False
4827,17.315557,NM,neutrophil migration,,human,GP130,False
3572,16.587143,IL6ST,interleukin 6 signal transducer,ENSG00000134352,human,GP130,False
16195,14.522725,Il6st,interleukin 6 signal transducer,ENSMUSG00000021756,mouse,GP130,False
72416,13.911797,Lrpprc,leucine-rich PPR-motif containing,ENSMUSG00000024120,mouse,GP130,False
16157,13.911797,Il11ra1,"interleukin 11 receptor, alpha chain 1",ENSMUSG00000073889,mouse,GP130,False
3589,91.211716,IL11,interleukin 11,ENSG00000095752,human,IL11,False
16156,74.80712,Il11,interleukin 11,ENSMUSG00000004371,mouse,IL11,False
66801,11.813247,Prkrip1,Prkr interacting protein 1 (IL11 inducible),ENSMUSG00000039737,mouse,IL11,False
109804,93.348885,H15,histocompatibility 15,,mouse,H15,False
4353,97.96539,MPO,myeloperoxidase,ENSG00000005381,human,MPO,False
17523,75.31719,Mpo,myeloperoxidase,ENSMUSG00000009350,mouse,MPO,False
106677019,17.677126,LOC106677019,MPO upstream enhancer region,,human,MPO,False
106677017,14.275402,LOC106677017,Mpo distal enhancer region,,mouse,MPO,False
106694315,14.096939,LOC106694315,MPO proximal enhancer and promoter region,,human,MPO,False
106694316,12.464119,LOC106694316,enhancer region in introns 7-9 of MPO,,human,MPO,False
106677018,12.215666,LOC106677018,Mpo proximal enhancer and promoter region,,mouse,MPO,False
4153,17.849089,MBL2,mannose binding lectin 2,ENSG00000165471,human,MBL,False
17195,15.747017,Mbl2,mannose-binding lectin (protein C) 2,ENSMUSG00000024863,mouse,MBL,False
50639,6.055023,MBL3P,"mannose-binding lectin family member 3, pseudogene",,human,MBL,False
91937,17.572994,TIMD4,T cell immunoglobulin and mucin domain containing 4,ENSG00000145850,human,TIM4,False
276891,14.73864,Timd4,T cell immunoglobulin and mucin domain containing 4,ENSMUSG00000055546,mouse,TIM4,False
110171,10.028569,Tsri,T cell subset ratio influence,,mouse,RATIO,False
100034902,9.165421,Trmq3,T cell ratio modifier QTL 3,,mouse,RATIO,False
100035562,9.159643,Trmq6,T cell ratio modifier QTL 6,,mouse,RATIO,False
100036214,9.139188,Trmq2,T cell ratio modifier QTL 2,,mouse,RATIO,False
100034757,9.063586,Trmq1,T cell ratio modifier QTL 1,,mouse,RATIO,False
100034913,8.962896,Trmq4,T cell ratio modifier QTL 4,,mouse,RATIO,False
100036510,8.934841,Trmq5,T cell ratio modifier QTL 5,,mouse,RATIO,False
23729,18.795881,SHPK,sedoheptulokinase,ENSG00000197417,human,SHK,False
84959,17.884811,UBASH3B,ubiquitin associated and SH3 domain containing B,ENSG00000154127,human,P70,False
309,17.109959,ANXA6,annexin A6,ENSG00000197043,human,P70,False
16185,15.284295,Il2rb,"interleukin 2 receptor, beta chain",ENSMUSG00000068227,mouse,P70,False
13709,14.539978,Elf1,E74-like factor 1,ENSMUSG00000036461,mouse,P70,False
72828,14.539978,Ubash3b,"ubiquitin associated and SH3 domain containing, B",ENSMUSG00000032020,mouse,P70,False
865,8.079628,CBFB,core-binding factor subunit beta,ENSG00000067955,human,CORE,False
4723,8.079628,NDUFV1,NADH:ubiquinone oxidoreductase core subunit V1,ENSG00000167792,human,CORE,False
374291,8.079628,NDUFS7,NADH:ubiquinone oxidoreductase core subunit S7,ENSG00000115286,human,CORE,False
4728,8.079628,NDUFS8,NADH:ubiquinone oxidoreductase core subunit S8,ENSG00000110717,human,CORE,False
