doc_id,e1_end_chr,e1_start_chr,e1_text,e2_end_chr,e2_start_chr,e2_text,sent_abs_offset,sent_id,sent_len,sent_pos,type,value
PMC3986944,77,73,IL-10,366,357,effector T,42098,465450,63,193,inducing_cytokine,-1
PMC5602674,47,45,Il9,85,83,TH2,7981,698852,64,46,secreted_cytokine,-1
PMC5602674,47,45,Il9,85,83,TH2,7981,698852,64,46,inducing_cytokine,-1
PMC5392269,74,70,TNF-α,121,118,iNKT,14557,714044,39,92,secreted_cytokine,1
PMC5392269,74,70,TNF-α,121,118,iNKT,14557,714044,39,92,inducing_cytokine,-1
PMC4294142,380,377,IL-4,831,829,Th1,19140,370630,208,100,secreted_cytokine,-1
PMC4294142,380,377,IL-4,831,829,Th1,19140,370630,208,100,inducing_cytokine,-1
PMC6459942,3653,3649,IL-12,2047,2045,Th1,13741,708497,987,84,secreted_cytokine,-1
PMC6459942,3653,3649,IL-12,2047,2045,Th1,13741,708497,987,84,inducing_cytokine,-1
PMC4928347,261,257,IP-10,869,858,regulatory T,46505,160942,168,287,secreted_cytokine,-1
PMC4928347,261,257,IP-10,869,858,regulatory T,46505,160942,168,287,inducing_cytokine,-1
PMC3178996,119,115,IL-21,847,842,thymic,5787,26489,402,38,secreted_cytokine,-1
PMC3178996,119,115,IL-21,847,842,thymic,5787,26489,402,38,inducing_cytokine,-1
PMC5082389,370,367,IL-2,4,0,Tregs,14588,530916,91,89,secreted_cytokine,-1
PMC5082389,370,367,IL-2,4,0,Tregs,14588,530916,91,89,inducing_cytokine,-1
PMC5336310,232,228,IL-22,317,314,TH17,56183,558586,73,399,secreted_cytokine,-1
PMC5336310,232,228,IL-22,317,314,TH17,56183,558586,73,399,inducing_cytokine,-1
PMC5460000,429,424,TGF-β1,689,685,iTreg,31512,539673,195,179,secreted_cytokine,-1
PMC5460000,429,424,TGF-β1,689,685,iTreg,31512,539673,195,179,inducing_cytokine,-1
PMC3236218,90,86,IL-17,20,17,iNKT,36703,370350,24,206,secreted_cytokine,1
PMC3236218,90,86,IL-17,20,17,iNKT,36703,370350,24,206,inducing_cytokine,-1
PMC3566915,338,336,TGF,242,236,naïve T,46931,727544,101,232,secreted_cytokine,-1
PMC3566915,338,336,TGF,242,236,naïve T,46931,727544,101,232,inducing_cytokine,-1
PMC1526552,16,13,IL-8,100,98,Th1,26144,338102,19,153,secreted_cytokine,-1
PMC1526552,16,13,IL-8,100,98,Th1,26144,338102,19,153,inducing_cytokine,-1
PMC2491584,3,0,CCR6,44,41,Th17,19462,791708,33,164,secreted_cytokine,1
PMC2491584,3,0,CCR6,44,41,Th17,19462,791708,33,164,inducing_cytokine,-1
PMC5456400,51,46,IL-17A,12,9,Th17,8634,767808,20,65,secreted_cytokine,1
PMC5456400,51,46,IL-17A,12,9,Th17,8634,767808,20,65,inducing_cytokine,-1
PMC5783516,38,36,IRH,14,10,Tregs,15710,566020,15,98,secreted_cytokine,-1
PMC5783516,38,36,IRH,14,10,Tregs,15710,566020,15,98,inducing_cytokine,-1
PMC3776729,233,229,CCL24,59,56,Treg,26141,609307,58,156,secreted_cytokine,-1
PMC3776729,233,229,CCL24,59,56,Treg,26141,609307,58,156,inducing_cytokine,-1
PMC4413888,4,0,IL-21,46,43,Th17,7369,750025,16,42,secreted_cytokine,-1
PMC4413888,4,0,IL-21,46,43,Th17,7369,750025,16,42,inducing_cytokine,-1
PMC4995083,364,360,TGF-β,378,375,Th17,45083,728374,96,302,secreted_cytokine,-1
PMC4995083,364,360,TGF-β,378,375,Th17,45083,728374,96,302,inducing_cytokine,-1
PMC5564805,168,164,IFN-γ,17,14,Th17,9767,197210,48,72,secreted_cytokine,-1
PMC5564805,168,164,IFN-γ,17,14,Th17,9767,197210,48,72,inducing_cytokine,-1
PMC2715067,87,83,TGF-β,219,208,regulatory T,6325,740033,48,43,secreted_cytokine,-1
PMC2715067,87,83,TGF-β,219,208,regulatory T,6325,740033,48,43,inducing_cytokine,-1
PMC5837126,32,29,IL-2,159,156,Treg,30893,384090,35,147,secreted_cytokine,-1
PMC5837126,32,29,IL-2,159,156,Treg,30893,384090,35,147,inducing_cytokine,-1
PMC6441173,1113,1110,CCL4,2287,2285,NKT,22539,521817,461,111,secreted_cytokine,-1
PMC6441173,1113,1110,CCL4,2287,2285,NKT,22539,521817,461,111,inducing_cytokine,-1
PMC4637008,30,25,IL-17A,135,132,Th17,20939,709614,40,141,secreted_cytokine,-1
PMC4637008,30,25,IL-17A,135,132,Th17,20939,709614,40,141,inducing_cytokine,-1
PMC2908536,76,71,TGF-β1,134,131,Treg,16333,237345,28,105,secreted_cytokine,-1
PMC2908536,76,71,TGF-β1,134,131,Treg,16333,237345,28,105,inducing_cytokine,-1
PMC6198062,103,99,IL-1β,19,16,γδ T,17497,350318,27,115,secreted_cytokine,-1
PMC6198062,103,99,IL-1β,19,16,γδ T,17497,350318,27,115,inducing_cytokine,-1
PMC3179723,560,557,IL-4,2045,2043,Th1,16045,537429,539,78,secreted_cytokine,-1
PMC3179723,560,557,IL-4,2045,2043,Th1,16045,537429,539,78,inducing_cytokine,-1
PMC6459942,1844,1840,IL-21,513,504,thymocytes,13741,708497,987,84,secreted_cytokine,-1
PMC6459942,1844,1840,IL-21,513,504,thymocytes,13741,708497,987,84,inducing_cytokine,-1
PMC2525581,121,117,IFN-γ,52,50,Th1,41458,402590,45,236,secreted_cytokine,1
PMC2525581,121,117,IFN-γ,52,50,Th1,41458,402590,45,236,inducing_cytokine,-1
PMC6484028,50,47,IL-4,12,6,naïve T,24994,66418,11,144,secreted_cytokine,-1
PMC6484028,50,47,IL-4,12,6,naïve T,24994,66418,11,144,inducing_cytokine,-1
PMC6419712,189,185,IL-10,160,158,Th2,3319,31853,61,19,secreted_cytokine,1
PMC6419712,189,185,IL-10,160,158,Th2,3319,31853,61,19,inducing_cytokine,-1
PMC4494209,39,35,IL-23,60,57,Th17,6936,701338,27,41,secreted_cytokine,-1
PMC4494209,39,35,IL-23,60,57,Th17,6936,701338,27,41,inducing_cytokine,-1
PMC5623854,81,78,CD95,228,225,Th17,19913,198619,39,106,inducing_cytokine,1
PMC5623854,81,78,CD95,228,225,Th17,19913,198619,39,106,secreted_cytokine,-1
PMC2193760,178,174,IFN-γ,127,125,Th2,13473,339417,46,80,secreted_cytokine,-1
PMC2193760,178,174,IFN-γ,127,125,Th2,13473,339417,46,80,inducing_cytokine,-1
PMC4652162,157,154,GITR,22,19,Treg,22059,159270,43,170,secreted_cytokine,-1
PMC4652162,157,154,GITR,22,19,Treg,22059,159270,43,170,inducing_cytokine,-1
PMC6459942,2270,2266,IL-33,1917,1915,Th1,13741,708497,987,84,secreted_cytokine,-1
PMC6459942,2270,2266,IL-33,1917,1915,Th1,13741,708497,987,84,inducing_cytokine,-1
PMC3561529,50,47,IFNγ,97,95,Th1,18371,699587,55,123,secreted_cytokine,-1
PMC3561529,50,47,IFNγ,97,95,Th1,18371,699587,55,123,inducing_cytokine,-1
PMC6459942,2363,2359,IL-12,5559,5557,Th1,13741,708497,987,84,secreted_cytokine,-1
PMC6459942,2363,2359,IL-12,5559,5557,Th1,13741,708497,987,84,inducing_cytokine,-1
PMC6204373,30,27,GITR,164,162,TFH,38155,690913,42,225,secreted_cytokine,-1
PMC6204373,30,27,GITR,164,162,TFH,38155,690913,42,225,inducing_cytokine,-1
PMC3945471,9,4,IL-17A,40,39,Th,20370,522996,10,169,secreted_cytokine,-1
PMC3945471,9,4,IL-17A,40,39,Th,20370,522996,10,169,inducing_cytokine,-1
PMC5359241,332,321,interferon-γ,74,71,Th17,2820,593084,68,14,secreted_cytokine,-1
PMC5359241,332,321,interferon-γ,74,71,Th17,2820,593084,68,14,inducing_cytokine,-1
PMC4581081,160,156,IL-17,99,97,Th1,21345,322640,112,125,secreted_cytokine,-1
PMC4581081,160,156,IL-17,99,97,Th1,21345,322640,112,125,inducing_cytokine,-1
PMC2935971,63,60,IL-2,105,102,TH17,1036,488768,27,8,secreted_cytokine,-1
PMC2935971,63,60,IL-2,105,102,TH17,1036,488768,27,8,inducing_cytokine,-1
PMC2715092,34,31,IL-6,3,0,Th17,9967,752372,73,65,inducing_cytokine,1
PMC2715092,34,31,IL-6,3,0,Th17,9967,752372,73,65,secreted_cytokine,-1
PMC3846786,135,132,IL12,140,138,Th1,38046,316542,63,215,secreted_cytokine,-1
PMC3846786,135,132,IL12,140,138,Th1,38046,316542,63,215,inducing_cytokine,-1
PMC5974104,30,18,interleukin-2,160,158,TH1,4606,768182,32,23,secreted_cytokine,-1
PMC5974104,30,18,interleukin-2,160,158,TH1,4606,768182,32,23,inducing_cytokine,-1
PMC4917985,822,810,interleukin 5,449,439,cytotoxic T,42525,579997,320,277,secreted_cytokine,-1
PMC4917985,822,810,interleukin 5,449,439,cytotoxic T,42525,579997,320,277,inducing_cytokine,-1
PMC3668291,123,119,IL-10,18,16,TH1,29644,391283,26,159,secreted_cytokine,-1
PMC3668291,123,119,IL-10,18,16,TH1,29644,391283,26,159,inducing_cytokine,-1
PMC3182057,59,55,IL-10,194,191,Treg,29181,556102,62,198,secreted_cytokine,-1
PMC3182057,59,55,IL-10,194,191,Treg,29181,556102,62,198,inducing_cytokine,-1
PMC3535338,137,135,Il4,68,66,Th2,2834,534306,31,17,secreted_cytokine,-1
PMC3535338,137,135,Il4,68,66,Th2,2834,534306,31,17,inducing_cytokine,-1
PMC3488332,52,48,IL-1β,84,81,Th17,22108,514408,29,125,secreted_cytokine,-1
PMC3488332,52,48,IL-1β,84,81,Th17,22108,514408,29,125,inducing_cytokine,-1
PMC4494209,112,108,IL-23,52,49,Th17,8309,701346,29,49,inducing_cytokine,1
PMC4494209,112,108,IL-23,52,49,Th17,8309,701346,29,49,secreted_cytokine,-1
PMC4426709,100,97,IL-4,134,132,TH1,14073,387330,36,96,secreted_cytokine,-1
PMC4426709,100,97,IL-4,134,132,TH1,14073,387330,36,96,inducing_cytokine,-1
PMC4990293,174,170,IL-22,130,127,Th17,33474,554920,31,203,secreted_cytokine,1
PMC4990293,174,170,IL-22,130,127,Th17,33474,554920,31,203,inducing_cytokine,-1
PMC5624952,56,52,IFN-γ,9,0,Effector T,28957,336410,17,171,secreted_cytokine,1
PMC5624952,56,52,IFN-γ,9,0,Effector T,28957,336410,17,171,inducing_cytokine,-1
PMC2839148,42,39,CCR6,88,81,memory T,17596,457943,20,105,secreted_cytokine,-1
PMC2839148,42,39,CCR6,88,81,memory T,17596,457943,20,105,inducing_cytokine,-1
PMC5974104,199,196,Il21,157,155,TFH,53241,768467,39,308,secreted_cytokine,-1
PMC5974104,199,196,Il21,157,155,TFH,53241,768467,39,308,inducing_cytokine,-1
PMC5529012,86,81,TGF-β1,38,37,Tn,20800,325907,66,123,secreted_cytokine,-1
PMC5529012,86,81,TGF-β1,38,37,Tn,20800,325907,66,123,inducing_cytokine,-1
PMC2908536,268,265,FasL,235,232,Treg,14587,237337,62,97,secreted_cytokine,-1
PMC2908536,268,265,FasL,235,232,Treg,14587,237337,62,97,inducing_cytokine,-1
PMC4489433,65,61,T-bet,125,120,thymic,37753,165487,24,258,inducing_transcription_factor,-1
PMC6172295,1113,1109,Foxp3,1120,1117,Treg,48727,125521,423,282,inducing_transcription_factor,-1
PMC5476698,40,36,T-bet,54,52,Th1,29085,331122,24,191,inducing_transcription_factor,-1
PMC4625886,128,124,FoxP3,84,77,T helper,839,347942,46,4,inducing_transcription_factor,-1
PMC6104131,180,177,Batf,83,81,Tfh,24726,691412,45,138,inducing_transcription_factor,1
PMC5529012,50,47,RAPA,12,9,Treg,69452,326229,34,445,inducing_transcription_factor,1
PMC3535338,255,250,Blimp1,141,139,Th2,9076,534346,73,57,inducing_transcription_factor,-1
PMC5563507,137,134,JunB,5,3,Th2,6245,714601,30,36,inducing_transcription_factor,1
PMC3668291,13,9,c-Maf,172,171,TH,27651,391267,33,143,inducing_transcription_factor,-1
PMC5532576,24,20,FoxP3,41,38,Th17,6585,788659,25,40,inducing_transcription_factor,-1
PMC4489433,14,11,TAK1,28,19,thymocytes,37345,165485,49,256,inducing_transcription_factor,-1
PMC5334638,61,57,TBX21,232,229,Th17,28633,708356,61,151,inducing_transcription_factor,-1
PMC5801288,56,52,Foxp3,225,221,iTreg,15701,332154,135,83,inducing_transcription_factor,-1
PMC5564805,97,68,interferon regulatory factor 8,157,154,Th17,345,197141,38,3,inducing_transcription_factor,-1
PMC5747519,74,70,NFAT1,117,116,TN,29000,707959,34,187,inducing_transcription_factor,-1
PMC5608714,159,154,Blimp1,64,60,pTreg,25102,360473,38,155,inducing_transcription_factor,-1
PMC3417165,21,17,FOXO1,204,200,Tregs,12959,716470,37,63,inducing_transcription_factor,-1
PMC3182057,53,49,Foxp3,272,268,iTreg,28238,556098,65,194,inducing_transcription_factor,-1
PMC4257504,89,85,Foxp3,52,48,iTreg,5038,389366,36,28,inducing_transcription_factor,-1
PMC6226514,122,118,Foxp3,180,177,Treg,22510,500946,40,132,inducing_transcription_factor,-1
PMC5462914,212,208,STAT3,174,171,Th17,41597,534280,47,257,inducing_transcription_factor,-1
PMC5976757,99,95,FOXP3,61,59,Th1,4666,614332,37,23,inducing_transcription_factor,-1
PMC6209674,47,44,AP-1,123,120,Th17,13664,701896,37,85,inducing_transcription_factor,-1
PMC5801288,447,443,Foxp3,203,199,iTreg,33574,332236,115,165,inducing_transcription_factor,-1
PMC5623854,134,130,Foxp3,75,72,Th17,20657,198623,45,110,inducing_transcription_factor,-1
PMC5566957,114,110,GATA3,168,166,Th2,22460,203894,37,171,inducing_transcription_factor,1
PMC2531181,112,108,c-Maf,91,89,Th1,17727,208079,22,100,inducing_transcription_factor,-1
PMC5615048,147,143,Thpok,91,82,thymocytes,9485,790492,38,51,inducing_transcription_factor,-1
PMC4772849,108,104,TBX21,189,187,Th1,70024,542110,45,386,inducing_transcription_factor,-1
PMC3388320,33,29,STAT3,124,121,Th17,18333,181421,24,121,inducing_transcription_factor,-1
PMC5025763,986,983,Batf,85,83,Th2,40995,707764,386,254,inducing_transcription_factor,-1
PMC5357862,140,136,FoxP3,130,127,Treg,5082,547989,42,29,inducing_transcription_factor,-1
PMC5940260,5,0,Bcl11b,48,45,Th17,9474,719844,18,65,inducing_transcription_factor,-1
PMC5346883,8616,8612,FoxP3,8599,8595,Tregs,35692,556424,1771,196,inducing_transcription_factor,-1
PMC5961737,63,59,Foxp1,243,241,TH9,1034,2114,44,6,inducing_transcription_factor,-1
PMC2964576,221,217,STAT6,99,97,Th2,31683,515593,41,231,inducing_transcription_factor,-1
PMC5808336,163,159,Casz1,28,25,Th17,41056,701739,41,261,inducing_transcription_factor,-1
PMC4540205,294,290,FoxP3,14,11,Treg,31420,513957,82,198,inducing_transcription_factor,-1
PMC2880258,992,989,IRF4,621,618,Th17,2107,716975,189,10,inducing_transcription_factor,-1
PMC2964576,108,104,STAT6,57,55,Th2,33764,515607,33,245,inducing_transcription_factor,-1
PMC6204373,76,72,Foxp3,93,91,TFR,37677,690911,46,223,inducing_transcription_factor,-1
PMC6036249,16,13,PLZF,43,40,MAIT,30230,730724,29,181,inducing_transcription_factor,1
PMC5979006,612,608,Cxxc1,1694,1675,induced regulatory T,22169,712797,809,131,inducing_transcription_factor,-1
PMC4618075,239,235,Foxp3,100,97,Treg,588,44826,36,4,inducing_transcription_factor,-1
PMC3396759,49,46,BCL6,131,129,TFH,24590,218623,27,167,inducing_transcription_factor,1
PMC5727176,138,135,Rorc,48,45,Th17,1871,749016,32,12,inducing_transcription_factor,1
PMC5693957,247,243,TBX21,49,46,TH17,11307,373272,46,66,inducing_transcription_factor,-1
PMC3256959,102,99,Rorc,146,144,Th1,31110,771932,63,200,inducing_transcription_factor,-1
PMC3219065,89,85,FOXP3,231,212,induced regulatory T,8604,761556,82,44,inducing_transcription_factor,-1
PMC3097234,128,124,Foxp3,266,263,Treg,6326,754976,49,32,inducing_transcription_factor,-1
PMC4557271,54,51,Batf,71,69,Tfh,3544,570828,13,20,inducing_transcription_factor,1
PMC4384382,25,21,T-bet,53,51,Th1,3324,724097,54,26,inducing_transcription_factor,1
PMC5855699,317,313,FOXP3,132,130,Th2,28912,414955,80,174,inducing_transcription_factor,-1
PMC6104131,121,118,Bcl6,51,49,Tfh,11618,691335,65,61,inducing_transcription_factor,-1
PMC2643477,22,19,cAMP,60,58,Th2,353,702493,34,2,inducing_transcription_factor,1
PMC5727176,9,6,JunB,148,145,Th17,22424,749142,28,138,inducing_transcription_factor,1
PMC5999735,97,93,foxp3,115,112,Th17,37295,692845,26,228,inducing_transcription_factor,-1
PMC4441007,144,140,STAT3,207,204,Th17,39475,34050,36,235,inducing_transcription_factor,1
PMC3039849,211,207,T-bet,175,172,Th17,11493,714177,53,74,inducing_transcription_factor,-1
PMC6421308,353,349,T-bet,293,290,γδ T,45000,561747,92,304,inducing_transcription_factor,-1
PMC5482062,83,80,IRF4,129,127,Th9,16019,701064,30,83,inducing_transcription_factor,1
PMC3411897,278,275,Gfi1,44,35,thymocytes,29812,531705,58,181,inducing_transcription_factor,-1
PMC4557271,154,150,Stat6,108,106,Tfh,15625,570892,29,84,inducing_transcription_factor,-1
PMC6036249,77,74,PLZF,25,0,Invariant natural killer T,30368,730725,16,182,inducing_transcription_factor,1
PMC6450169,52,48,Foxp3,447,444,Treg,19051,526384,76,104,inducing_transcription_factor,-1
PMC5529012,163,159,FOXP3,46,43,Treg,69111,326227,33,443,inducing_transcription_factor,-1
PMC3753661,194,191,Bcl6,322,320,TFH,50780,786557,65,254,inducing_transcription_factor,1
PMC6299086,4,0,Foxp3,29,20,thymocytes,1690,319955,36,10,inducing_transcription_factor,-1
PMC5304395,276,272,FoxP3,161,158,Treg,26078,390605,69,159,inducing_transcription_factor,-1
PMC5529012,65,62,RAPA,175,172,Treg,66146,326210,49,426,inducing_transcription_factor,-1
PMC5979006,3594,3563,SET And MYND domain containing 3,4203,4193,T helper 17,22169,712797,809,131,inducing_transcription_factor,-1
PMC4346631,120,116,Foxp3,91,87,Tregs,2527,55440,28,20,inducing_transcription_factor,-1
PMC3657121,115,111,RORγt,132,129,Th17,22140,711904,41,116,inducing_transcription_factor,1
PMC5979006,2232,2228,NR3C1,1694,1675,induced regulatory T,22169,712797,809,131,inducing_transcription_factor,-1
PMC5727176,37,34,BATF,54,51,Th17,17279,749113,71,109,inducing_transcription_factor,1
PMC3918582,39,34,Aiolos,154,147,T helper,18750,160507,32,106,inducing_transcription_factor,-1
PMC3535338,19,15,T-bet,81,79,Th2,23970,534437,33,148,inducing_transcription_factor,-1
PMC5634439,44,41,Irf4,71,68,Th17,27535,765130,21,223,inducing_transcription_factor,-1
PMC5954031,29,25,Foxo1,65,63,Th9,36479,541091,13,211,inducing_transcription_factor,1
PMC5563507,44,40,Fosl2,109,106,Th17,35906,714791,40,226,inducing_transcription_factor,-1
PMC5904433,146,143,Bcl6,34,32,TH2,53353,743235,43,348,inducing_transcription_factor,-1
PMC5727176,112,109,JunD,86,83,Th17,18176,749118,30,114,inducing_transcription_factor,-1
PMC6443933,135,131,FoxP3,34,31,Th17,36541,754334,32,203,inducing_transcription_factor,-1
PMC5126430,109,105,Stat3,139,136,Treg,17605,397117,35,126,inducing_transcription_factor,-1
PMC3731939,114,110,T-bet,20,18,Th1,26451,603158,29,166,inducing_transcription_factor,-1
PMC5924964,39,35,RORγt,88,86,γδT,21818,593357,42,162,inducing_transcription_factor,-1
PMC4417266,326,322,FoxP3,333,329,Tregs,19295,527146,63,115,inducing_transcription_factor,-1
PMC4384382,3,0,PAX6,130,127,Th17,18435,724213,48,142,inducing_transcription_factor,-1
PMC5634439,61,57,Foxo1,77,74,Th17,18324,765058,31,151,inducing_transcription_factor,-1
PMC5216550,248,244,Stat6,257,254,Treg,34198,221109,83,233,inducing_transcription_factor,-1
PMC2118679,128,124,Runx1,117,108,thymocytes,32130,367796,25,201,inducing_transcription_factor,-1
PMC4337607,154,150,FoxP3,160,157,Treg,9629,764725,54,49,inducing_transcription_factor,-1
PMC6443933,137,133,RORγt,89,86,Th17,35152,754323,76,192,inducing_transcription_factor,-1
PMC5471606,87,82,HELIOS,72,69,Treg,26699,524302,51,140,inducing_transcription_factor,-1
PMC3688567,245,241,c-MAF,191,188,Th17,11293,543879,41,62,inducing_transcription_factor,1
PMC5924964,53,50,PLZF,7,5,γδT,16396,593310,12,115,inducing_transcription_factor,-1
PMC3723566,189,185,STAT3,36,33,Th17,37781,512090,34,260,inducing_transcription_factor,-1
PMC5126430,4,0,Stat3,41,37,Tregs,17200,397114,26,123,inducing_transcription_factor,-1
PMC5406403,125,121,RORγt,80,77,Th17,49335,703045,30,289,inducing_transcription_factor,-1
PMC3670267,179,175,FOXP3,909,906,Th17,12360,568840,244,44,inducing_transcription_factor,-1
PMC2413035,4,0,RORγt,83,80,Th17,33072,583018,29,217,inducing_transcription_factor,1
PMC5588763,113,109,Foxp3,119,116,Treg,16369,536801,36,113,inducing_transcription_factor,-1
PMC5860980,49,46,p100,191,187,Tregs,724,597803,36,6,inducing_transcription_factor,-1
PMC4681807,87,83,Foxp3,150,147,Th17,12575,569680,32,73,inducing_transcription_factor,-1
PMC5588763,19,15,Foxp3,25,22,Treg,17237,536807,16,119,inducing_transcription_factor,-1
PMC5256148,135,132,AIRE,194,191,Treg,8675,464115,38,50,inducing_transcription_factor,1
PMC3873420,132,129,MyoR,530,527,Th17,7315,705298,109,37,inducing_transcription_factor,-1
PMC6414608,47,44,BATF,191,188,Treg,47485,717933,38,284,inducing_transcription_factor,-1
PMC4902269,7,4,Gfi1,65,60,thymic,14367,509770,16,90,inducing_transcription_factor,-1
PMC5904433,3,0,Bcl6,428,426,TH0,37271,743122,84,235,inducing_transcription_factor,-1
PMC5818395,84,80,STAT3,155,153,Tr1,5755,516706,57,30,inducing_transcription_factor,-1
PMC4042651,73,70,Irf4,139,137,Th1,47425,777986,118,308,inducing_transcription_factor,-1
PMC5940260,102,98,Foxp3,76,74,Th2,1564,719791,35,12,inducing_transcription_factor,-1
PMC5940260,32,27,Bcl11b,86,84,Th2,36941,720036,16,257,inducing_transcription_factor,-1
PMC2275380,186,182,Foxp3,247,243,T reg,29428,387762,55,183,inducing_transcription_factor,1
PMC5979006,454,433,transcription factor 7,527,524,Th17,14752,712754,116,88,inducing_transcription_factor,-1
PMC5920086,246,241,Bcl11b,106,97,thymocytes,39006,716327,53,238,inducing_transcription_factor,-1
PMC5529012,161,158,RAPA,122,119,Treg,69452,326229,34,445,inducing_transcription_factor,-1
PMC6358604,113,109,Satb1,45,42,Th17,8678,318076,59,56,inducing_transcription_factor,-1
PMC5602674,24,21,PU.1,41,39,TH9,28578,698994,16,188,inducing_transcription_factor,-1
PMC4003416,40,35,Twist1,72,70,TH1,11732,556869,15,64,inducing_transcription_factor,-1
PMC5359241,162,158,FOXP3,99,92,T helper,1755,593078,41,8,inducing_transcription_factor,-1
PMC4553385,78,74,RORγT,151,147,Tregs,31998,752161,27,165,inducing_transcription_factor,-1
PMC3657121,22,18,STAT3,234,231,Th17,22477,711906,44,118,inducing_transcription_factor,-1
PMC5241832,103,99,Foxp3,250,247,Th17,17710,733322,45,110,inducing_transcription_factor,-1
PMC5979006,612,608,Cxxc1,4203,4193,T helper 17,22169,712797,809,131,inducing_transcription_factor,-1
PMC2880258,143,139,RORγt,18,15,Th17,5056,716983,60,18,inducing_transcription_factor,-1
PMC5940735,19,15,T-bet,96,94,Th2,18320,22263,18,121,inducing_transcription_factor,-1
PMC6290327,370,367,IRF7,538,527,T regulatory,23892,643096,126,119,inducing_transcription_factor,-1
PMC5374156,1637,1633,Foxp3,617,595,peripheral T regulatory,43564,51148,350,227,inducing_transcription_factor,-1
PMC5511830,33,29,Tbx21,163,160,Treg,26682,516610,87,167,inducing_transcription_factor,-1
PMC5801288,58,54,Foxp3,223,219,iTreg,29423,332223,50,152,inducing_transcription_factor,-1
PMC5563507,23,20,JunB,170,168,Th0,8935,714616,49,51,inducing_transcription_factor,-1
PMC4821647,81,78,Rorc,130,127,Th17,1482,503484,31,8,inducing_transcription_factor,1
PMC5920086,41,37,GATA3,99,97,Th2,1995,716101,19,12,inducing_transcription_factor,1
PMC6340303,66,62,Foxo1,204,202,Th2,44815,692457,40,264,inducing_transcription_factor,-1
PMC4567381,215,212,PU.1,136,134,Th2,16607,603891,39,108,inducing_transcription_factor,-1
PMC3182057,4,0,Foxo1,76,67,effector T,1610,555913,22,9,inducing_transcription_factor,-1
PMC6155914,473,469,STAT5,271,268,Treg,18953,693196,84,78,inducing_transcription_factor,-1
PMC6383680,241,238,Slug,177,175,EMT,81019,547939,48,498,inducing_transcription_factor,-1
PMC4188035,230,226,STAT6,1345,1343,CTL,27213,89022,200,120,inducing_transcription_factor,-1
PMC5920086,163,158,Bcl11b,109,107,Th2,25096,716245,44,156,inducing_transcription_factor,-1
PMC2646562,262,258,Foxp3,280,276,T reg,41151,522639,53,233,inducing_transcription_factor,-1
PMC3670267,149,145,STAT3,126,122,Tregs,13964,568842,109,46,inducing_transcription_factor,-1
PMC4637008,80,76,Foxp3,4,0,Tregs,7831,709523,23,50,inducing_transcription_factor,1
PMC5471606,247,243,FOXP3,254,250,Tregs,3432,524180,40,18,inducing_transcription_factor,-1
PMC3694260,186,182,STAT3,33,30,Th17,21820,723425,37,94,inducing_transcription_factor,-1
PMC5608714,254,249,Blimp1,157,154,Treg,9300,360368,58,50,inducing_transcription_factor,-1
PMC5510180,14,11,ETV5,117,115,TFH,28416,691832,61,165,inducing_transcription_factor,-1
PMC3694260,155,151,Foxp3,268,264,Tregs,59829,723614,62,283,inducing_transcription_factor,-1
PMC4536451,211,207,STAT1,310,308,Tfh,41553,166614,53,279,inducing_transcription_factor,1
PMC5025763,234,230,Batf3,117,115,Th2,21280,707637,45,127,inducing_transcription_factor,-1
PMC6321150,49,45,foxp3,36,27,effector T,20976,323082,41,107,inducing_transcription_factor,-1
PMC6132476,378,374,Foxp3,303,299,Tregs,18819,310426,87,94,inducing_transcription_factor,-1
PMC5466736,662,658,FoxP3,535,530,thymic,7225,790849,247,51,inducing_transcription_factor,-1
PMC5917822,427,423,Eomes,463,461,TCM,27131,367482,129,137,inducing_transcription_factor,-1
PMC3411897,62,59,Lyl1,126,124,DN3,14579,531622,24,98,inducing_transcription_factor,-1
PMC3516707,118,114,NR2F6,164,161,Th17,14928,220157,44,93,inducing_transcription_factor,-1
PMC3668291,4,0,c-Maf,47,45,TH1,29410,391278,16,154,inducing_transcription_factor,-1
PMC4949338,4,0,T-bet,49,47,Th1,16672,671780,48,97,inducing_transcription_factor,1
PMC5837126,99,95,Foxp3,144,141,Treg,13683,384020,29,77,inducing_transcription_factor,-1
PMC5979006,144,108,nuclear factor of activated T cells 2,284,282,Thp,39679,712869,76,203,inducing_transcription_factor,-1
PMC5748849,29,26,Bcl6,61,59,Th1,9265,742159,69,54,inducing_transcription_factor,-1
PMC6340303,97,73,aryl hydrocarbon receptor,26,23,Th17,20265,692311,20,118,inducing_transcription_factor,1
PMC5374156,1528,1525,Tet1,476,465,DP thymocyte,43564,51148,350,227,inducing_transcription_factor,-1
PMC5904433,14,11,Bcl6,113,111,TH2,38297,743126,30,239,inducing_transcription_factor,-1
PMC4368110,110,106,Foxp3,54,51,Treg,17510,702345,40,87,inducing_transcription_factor,-1
PMC4401294,180,177,IPEX,15,11,Tregs,73525,612253,42,459,inducing_transcription_factor,-1
PMC4676116,176,172,ARNTL,149,146,Th17,1171,597455,38,7,inducing_transcription_factor,1
PMC4972135,203,200,Bob1,33,31,Tfh,18057,739721,53,104,inducing_transcription_factor,-1
PMC4267697,166,163,JunB,42,40,TH2,10376,726083,33,72,inducing_transcription_factor,-1
PMC5402045,174,170,RORγt,147,144,Th17,27805,587242,68,175,inducing_transcription_factor,1
