category,extid,label,namespace,parent,priority,species,species_id,syn,syn_typ,pref_lbl,pref_id,enabled
gene,PR:000010561,C-type mannose receptor 2,protein,,5.0,any,3.0,C-type mannose receptor 2,label,CD280,PR:000010561,True
gene,PR:000026296,C-type lectin domain family 9 member A,protein,,5.0,any,3.0,C-type lectin domain family 9 member A,label,CLEC9A,PR:000026296,True
gene,PR:000001807,C-type lectin domain family 7 member A,protein,,5.0,any,3.0,C-type lectin domain family 7 member A,label,CLEC7A,PR:000001807,True
gene,PR:000001294,C-type lectin domain family 4 member M,protein,,5.0,any,3.0,C-type lectin domain family 4 member M,label,CD299,PR:000001294,True
gene,PR:000001293,C-type lectin domain family 4 member K,protein,,5.0,any,3.0,C-type lectin domain family 4 member K,label,CD207,PR:000001293,True
gene,PR:000005569,C-type lectin domain family 4 member D,protein,,5.0,any,3.0,C-type lectin domain family 4 member D,label,MCL,PR:000005569,True
gene,PR:000001292,C-type lectin domain family 4 member C,protein,,5.0,any,3.0,C-type lectin domain family 4 member C,label,CD303,PR:000001292,True
gene,PR:000005568,C-type lectin domain family 4 member A,protein,,5.0,any,3.0,C-type lectin domain family 4 member A,label,LLIR,PR:000005568,True
gene,PR:000005559,C-type lectin domain family 12 member A,protein,,5.0,any,3.0,C-type lectin domain family 12 member A,label,MICL,PR:000005559,True
gene,PR:000001410,C-type lectin domain family 10 member A,protein,,5.0,any,3.0,C-type lectin domain family 10 member A,label,CD301,PR:000001410,True
gene,PR:000001210,C-X-C chemokine receptor type 6,protein,,5.0,any,3.0,C-X-C chemokine receptor type 6,label,CD186,PR:000001210,True
gene,PR:000001209,C-X-C chemokine receptor type 5,protein,,5.0,any,3.0,C-X-C chemokine receptor type 5,label,CD185,PR:000001209,True
gene,PR:000001208,C-X-C chemokine receptor type 4,protein,,5.0,any,3.0,C-X-C chemokine receptor type 4,label,CD184,PR:000001208,True
gene,PR:000001207,C-X-C chemokine receptor type 3,protein,,5.0,any,3.0,C-X-C chemokine receptor type 3,label,CD183,PR:000001207,True
gene,PR:000001257,C-X-C chemokine receptor type 2,protein,,5.0,any,3.0,C-X-C chemokine receptor type 2,label,CD182,PR:000001257,True
gene,PR:000001256,C-X-C chemokine receptor type 1,protein,,5.0,any,3.0,C-X-C chemokine receptor type 1,label,CD181,PR:000001256,True
gene,PR:000001205,C-C chemokine receptor type 9,protein,,5.0,any,3.0,C-C chemokine receptor type 9,label,CDw199,PR:000001205,True
gene,PR:000001204,C-C chemokine receptor type 8,protein,,5.0,any,3.0,C-C chemokine receptor type 8,label,CDw198,PR:000001204,True
gene,PR:000001203,C-C chemokine receptor type 7,protein,,5.0,any,3.0,C-C chemokine receptor type 7,label,CD197,PR:000001203,True
gene,PR:000001202,C-C chemokine receptor type 6,protein,,5.0,any,3.0,C-C chemokine receptor type 6,label,CD196,PR:000001202,True
gene,PR:000001201,C-C chemokine receptor type 5,protein,,5.0,any,3.0,C-C chemokine receptor type 5,label,CD195,PR:000001201,True
gene,PR:000001200,C-C chemokine receptor type 4,protein,,5.0,any,3.0,C-C chemokine receptor type 4,label,CD194,PR:000001200,True
gene,PR:000001255,C-C chemokine receptor type 3,protein,,5.0,any,3.0,C-C chemokine receptor type 3,label,CD193,PR:000001255,True
gene,PR:000001199,C-C chemokine receptor type 2,protein,,5.0,any,3.0,C-C chemokine receptor type 2,label,CD192,PR:000001199,True
gene,PR:000001254,C-C chemokine receptor type 1,protein,,5.0,any,3.0,C-C chemokine receptor type 1,label,CD191,PR:000001254,True
gene,PR:000005267,cyclin-dependent kinase 9,protein,,4.0,any,3.0,C-2K,exact,CDK9,PR:000005267,True
gene,PR:000001924,receptor-type tyrosine-protein phosphatase eta,protein,,2.0,any,3.0,Byp,related,CD148,PR:000001924,True
organism-seqgroup,PR:P30493,"HLA class I histocompatibility antigen, B-55 alpha chain (human)",protein,,4.0,human,2.0,Bw-55,exact,CDABP0067,PR:P30493,True
gene,PR:000001544,programmed cell death 1 ligand 2,protein,,2.0,any,3.0,Btdc,related,CD273,PR:000001544,True
gene,PR:000001961,tumor necrosis factor receptor superfamily member 5,protein,,4.0,any,3.0,Bp50,exact,CD40,PR:000001961,True
gene,PR:000001289,membrane-spanning 4-domains subfamily A member 1,protein,,4.0,any,3.0,Bp35,exact,CD20,PR:000001289,True
gene,PR:000001409,ADP-ribosyl cyclase/cyclic ADP-ribose hydrolase 2,protein,,2.0,any,3.0,Bp3,related,CD157,PR:000001409,True
gene,PR:000001409,ADP-ribosyl cyclase/cyclic ADP-ribose hydrolase 2,protein,,2.0,any,3.0,Bp-3,related,CD157,PR:000001409,True
gene,PR:000015306,histone-lysine N-methyltransferase SMYD1,protein,,2.0,any,3.0,Bop,related,CD8b-opposite,PR:000015306,True
gene,PR:000000035,BMP receptor type-1A,protein,,2.0,any,3.0,Bmpr,related,CD292,PR:000000035,True
gene,PR:000001968,tyrosine-protein phosphatase non-receptor type substrate 1,protein,,4.0,any,3.0,Bit,exact,CD172a,PR:000001968,True
gene,PR:000001328,carcinoembryonic antigen-related cell adhesion molecule 1,protein,,2.0,any,3.0,Bgpd,related,CD66a,PR:000001328,True
gene,PR:000001957,tumor necrosis factor receptor superfamily member 13C,protein,,2.0,any,3.0,Bcmd,related,CD268,PR:000001957,True
gene,PR:000001308,CD48 molecule,protein,,2.0,any,3.0,Bcm-1,related,CD48,PR:000001308,True
gene,PR:000002185,Bcl-2 homologous antagonist/killer,protein,,4.0,any,3.0,Bcl2-L-7,exact,CDN1,PR:000002185,True
gene,PR:000004695,Bcl-2-like protein 13,protein,,4.0,any,3.0,Bcl2-L-13,exact,MIL1,PR:000004695,True
organism-gene,PR:Q9BXK5,Bcl-2-like protein 13 (human),protein,PR:000004695,4.0,human,2.0,Bcl-rambo,exact,CD003,PR:Q9BXK5,True
gene,PR:000004695,Bcl-2-like protein 13,protein,,5.0,any,3.0,Bcl-2-like protein 13,label,MIL1,PR:000004695,True
gene,PR:000001082,CD160 molecule,protein,,2.0,any,3.0,BY55,related,CD160,PR:000001082,True
gene,PR:000001314,Fc receptor-like protein 5,protein,,4.0,any,3.0,BXMAS1,exact,CD307e,PR:000001314,True
gene,PR:000001412,CD86 molecule,protein,,4.0,any,3.0,BU63,exact,CD86,PR:000001412,True
gene,PR:000002036,butyrophilin subfamily 3 member A1,protein,,4.0,any,3.0,BTN3A1,exact,CD277,PR:000002036,True
gene,PR:000001284,B- and T-lymphocyte attenuator,protein,,4.0,any,3.0,BTLA,exact,CD272,PR:000001284,True
gene,PR:000002036,butyrophilin subfamily 3 member A1,protein,,2.0,any,3.0,BTF5,related,CD277,PR:000002036,True
gene,PR:000001326,bone marrow stromal antigen 2,protein,,4.0,any,3.0,BST2,exact,CD317,PR:000001326,True
gene,PR:000001409,ADP-ribosyl cyclase/cyclic ADP-ribose hydrolase 2,protein,,4.0,any,3.0,BST1,exact,CD157,PR:000001409,True
gene,PR:000001326,bone marrow stromal antigen 2,protein,,4.0,any,3.0,BST-2,exact,CD317,PR:000001326,True
gene,PR:000001409,ADP-ribosyl cyclase/cyclic ADP-ribose hydrolase 2,protein,,4.0,any,3.0,BST-1,exact,CD157,PR:000001409,True
gene,PR:000001324,basigin,protein,,4.0,any,3.0,BSG,exact,CD147,PR:000001324,True
gene,PR:000001393,interleukin-6,protein,,4.0,any,3.0,BSF-2,exact,CDF,PR:000001393,True
gene,PR:000009868,serine/threonine-protein kinase LMTK2,protein,,2.0,any,3.0,BREK,related,LMR2,PR:000009868,True
organism-gene,PR:A0A0H3G6J4,phosphatidylcholine synthase (Brucella suis 1330),protein,PR:000044416,2.0,any,3.0,BRA0572,related,BRA0572,PR:A0A0H3G6J4,True
gene,PR:000001957,tumor necrosis factor receptor superfamily member 13C,protein,,2.0,any,3.0,BR3,related,CD268,PR:000001957,True
gene,PR:000005231,cadherin-12,protein,,4.0,any,3.0,BR-cadherin,exact,CDH12,PR:000005231,True
gene,PR:000005208,Cdc42 effector protein 1,protein,,2.0,any,3.0,BORG5,related,CDC42EP1,PR:000005208,True
gene,PR:000005211,Cdc42 effector protein 4,protein,,2.0,any,3.0,BORG4,related,CDC42EP4,PR:000005211,True
gene,PR:000005212,Cdc42 effector protein 5,protein,,2.0,any,3.0,BORG3,related,CDC42EP5,PR:000005212,True
gene,PR:000005210,Cdc42 effector protein 3,protein,,2.0,any,3.0,BORG2,related,CDC42EP3,PR:000005210,True
gene,PR:000005209,Cdc42 effector protein 2,protein,,2.0,any,3.0,BORG1,related,CDC42EP2,PR:000005209,True
gene,PR:000015306,histone-lysine N-methyltransferase SMYD1,protein,,2.0,any,3.0,BOP,related,CD8b-opposite,PR:000015306,True
gene,PR:000001210,C-X-C chemokine receptor type 6,protein,,2.0,any,3.0,BONZO,related,CD186,PR:000001210,True
gene,PR:000000036,BMP receptor type-1B,protein,,4.0,any,3.0,BMPR1B,exact,CDw293,PR:000000036,True
gene,PR:000000035,BMP receptor type-1A,protein,,4.0,any,3.0,BMPR1A,exact,CD292,PR:000000035,True
gene,PR:000000036,BMP receptor type-1B,protein,,4.0,any,3.0,BMPR-1B,exact,CDw293,PR:000000036,True
gene,PR:000000035,BMP receptor type-1A,protein,,4.0,any,3.0,BMPR-1A,exact,CD292,PR:000000035,True
gene,PR:000000036,BMP receptor type-1B,protein,,5.0,any,3.0,BMP receptor type-1B,label,CDw293,PR:000000036,True
gene,PR:000000035,BMP receptor type-1A,protein,,5.0,any,3.0,BMP receptor type-1A,label,CD292,PR:000000035,True
gene,PR:000010242,DNA replication licensing factor MCM2,protein,,2.0,any,3.0,BM28,related,CDCL1,PR:000010242,True
gene,PR:000001948,tumor necrosis factor ligand superfamily member 13B,protein,,4.0,any,3.0,BLyS,exact,CD257,PR:000001948,True
gene,PR:000001203,C-C chemokine receptor type 7,protein,,4.0,any,3.0,BLR2,exact,CD197,PR:000001203,True
gene,PR:000001209,C-X-C chemokine receptor type 5,protein,,2.0,any,3.0,BLR1,related,CD185,PR:000001209,True
gene,PR:000001308,CD48 molecule,protein,,2.0,any,3.0,BLAST1,related,CD48,PR:000001308,True
gene,PR:000001880,low affinity immunoglobulin epsilon Fc receptor,protein,,4.0,any,3.0,BLAST-2,exact,CD23,PR:000001880,True
gene,PR:000001308,CD48 molecule,protein,,4.0,any,3.0,BLAST-1,exact,CD48,PR:000001308,True
gene,PR:000014914,SLAM family member 8,protein,,2.0,any,3.0,BLAME,related,CD353,PR:000014914,True
gene,PR:000001288,B-cell receptor CD22,protein,,4.0,any,3.0,BL-CAM,exact,CD22,PR:000001288,True
gene,PR:000005235,cadherin-17,protein,,4.0,any,3.0,BILL-cadherin,exact,CDH17,PR:000005235,True
gene,PR:000001328,carcinoembryonic antigen-related cell adhesion molecule 1,protein,,2.0,any,3.0,BGP1,related,CD66a,PR:000001328,True
gene,PR:000001328,carcinoembryonic antigen-related cell adhesion molecule 1,protein,,4.0,any,3.0,BGP-1,exact,CD66a,PR:000001328,True
gene,PR:000009910,lipopolysaccharide-responsive and beige-like anchor protein,protein,,2.0,any,3.0,BGL,related,CDC4L,PR:000009910,True
gene,PR:000016614,trafficking protein particle complex subunit 3,protein,,2.0,any,3.0,BET3,related,BET3,PR:000016614,True
gene,PR:000001449,fibroblast growth factor receptor 2,protein,,2.0,any,3.0,BEK,related,CD332,PR:000001449,True
gene,PR:000001900,neuropilin-1,protein,,2.0,any,3.0,BDCA4,related,CD304,PR:000001900,True
gene,PR:000002105,thrombomodulin,protein,,4.0,any,3.0,BDCA3,exact,CD141,PR:000002105,True
gene,PR:000001292,C-type lectin domain family 4 member C,protein,,2.0,any,3.0,BDCA2,related,CD303,PR:000001292,True
gene,PR:000001900,neuropilin-1,protein,,4.0,any,3.0,BDCA-4,exact,CD304,PR:000001900,True
gene,PR:000002105,thrombomodulin,protein,,4.0,any,3.0,BDCA-3,exact,CD141,PR:000002105,True
gene,PR:000001292,C-type lectin domain family 4 member C,protein,,4.0,any,3.0,BDCA-2,exact,CD303,PR:000001292,True
gene,PR:000001283,ATP-binding cassette sub-family G member 2,protein,,2.0,any,3.0,BCRP1,related,CD338,PR:000001283,True
gene,PR:000001283,ATP-binding cassette sub-family G member 2,protein,,2.0,any,3.0,BCRP,related,CD338,PR:000001283,True
gene,PR:000001406,tumor necrosis factor receptor superfamily member 17,protein,,2.0,any,3.0,BCMA,related,CD269,PR:000001406,True
gene,PR:000001308,CD48 molecule,protein,,2.0,any,3.0,BCM1,related,CD48,PR:000001308,True
gene,PR:000001406,tumor necrosis factor receptor superfamily member 17,protein,,2.0,any,3.0,BCM,related,CD269,PR:000001406,True
gene,PR:000002185,Bcl-2 homologous antagonist/killer,protein,,2.0,any,3.0,BCL2L7,related,CDN1,PR:000002185,True
gene,PR:000004695,Bcl-2-like protein 13,protein,,4.0,any,3.0,BCL2L13,exact,MIL1,PR:000004695,True
gene,PR:000004337,neutral ceramidase,protein,,4.0,any,3.0,BCDase,exact,NCDase,PR:000004337,True
gene,PR:000001143,basal cell adhesion molecule,protein,,4.0,any,3.0,BCAM,exact,CD239,PR:000001143,True
gene,PR:000002084,semaphorin-4D,protein,,4.0,any,3.0,BB18,exact,CD100,PR:000002084,True
gene,PR:000001438,CD80 molecule,protein,,4.0,any,3.0,BB1,exact,CD80,PR:000001438,True
gene,PR:000002185,Bcl-2 homologous antagonist/killer,protein,,4.0,any,3.0,BAK1,exact,CDN1,PR:000002185,True
gene,PR:000002185,Bcl-2 homologous antagonist/killer,protein,,2.0,any,3.0,BAK,related,CDN1,PR:000002185,True
gene,PR:000001957,tumor necrosis factor receptor superfamily member 13C,protein,,2.0,any,3.0,BAFFR,related,CD268,PR:000001957,True
gene,PR:000001957,tumor necrosis factor receptor superfamily member 13C,protein,,4.0,any,3.0,BAFF-R,exact,CD268,PR:000001957,True
gene,PR:000001948,tumor necrosis factor ligand superfamily member 13B,protein,,4.0,any,3.0,BAFF,exact,CD257,PR:000001948,True
gene,PR:000004616,beta-secretase 2,protein,,4.0,any,3.0,BACE2,exact,DRAP,PR:000004616,True
gene,PR:000001425,ICOS ligand,protein,,2.0,any,3.0,B7RP1,related,CD275,PR:000001425,True
gene,PR:000001425,ICOS ligand,protein,,4.0,any,3.0,B7RP-1,exact,CD275,PR:000001425,True
gene,PR:000001411,CD276 molecule,protein,,2.0,any,3.0,B7H3,related,CD276,PR:000001411,True
gene,PR:000001425,ICOS ligand,protein,,2.0,any,3.0,B7H2,related,CD275,PR:000001425,True
gene,PR:000001543,programmed cell death 1 ligand 1,protein,,2.0,any,3.0,B7H1,related,CD274,PR:000001543,True
gene,PR:000001544,programmed cell death 1 ligand 2,protein,,2.0,any,3.0,B7DC,related,CD273,PR:000001544,True
gene,PR:000001412,CD86 molecule,protein,,4.0,any,3.0,B70,exact,CD86,PR:000001412,True
gene,PR:000001411,CD276 molecule,protein,,4.0,any,3.0,B7-H3,exact,CD276,PR:000001411,True
gene,PR:000001425,ICOS ligand,protein,,4.0,any,3.0,B7-H2,exact,CD275,PR:000001425,True
gene,PR:000001543,programmed cell death 1 ligand 1,protein,,4.0,any,3.0,B7-H1,exact,CD274,PR:000001543,True
gene,PR:000001544,programmed cell death 1 ligand 2,protein,,4.0,any,3.0,B7-DC,exact,CD273,PR:000001544,True
gene,PR:000004580,beta-2-microglobulin,protein,,4.0,any,3.0,B2M,exact,B2M,PR:000004580,True
gene,PR:000001875,leptin receptor,protein,,4.0,any,3.0,B219,exact,CD295,PR:000001875,True
gene,PR:000013347,pregnancy-specific beta-1-glycoprotein 1,protein,,2.0,any,3.0,B1G1,related,CD66f,PR:000013347,True
gene,PR:000001288,B-cell receptor CD22,protein,,5.0,any,3.0,B-cell receptor CD22,label,CD22,PR:000001288,True
modification,PR:000018366,"B-cell antigen receptor complex-associated protein beta chain, signal peptide removed form",protein,PR:000001286,5.0,any,3.0,"B-cell antigen receptor complex-associated protein beta chain, signal peptide removed form",label,"B-cell antigen receptor complex-associated protein beta chain, signal peptide removed form",PR:000018366,True
gene,PR:000001286,B-cell antigen receptor complex-associated protein beta chain,protein,,5.0,any,3.0,B-cell antigen receptor complex-associated protein beta chain,label,CD79b,PR:000001286,True
modification,PR:000018364,"B-cell antigen receptor complex-associated protein alpha chain, signal peptide removed form",protein,PR:000001285,5.0,any,3.0,"B-cell antigen receptor complex-associated protein alpha chain, signal peptide removed form",label,"B-cell antigen receptor complex-associated protein alpha chain, signal peptide removed form",PR:000018364,True
gene,PR:000001285,B-cell antigen receptor complex-associated protein alpha chain,protein,,5.0,any,3.0,B-cell antigen receptor complex-associated protein alpha chain,label,CD79a,PR:000001285,True
gene,PR:000001284,B- and T-lymphocyte attenuator,protein,,5.0,any,3.0,B- and T-lymphocyte attenuator,label,CD272,PR:000001284,True
organism-gene,PR:A9CIM3,phosphatidylcholine synthase (Agrobacterium fabrum str. C58),protein,PR:000044416,2.0,any,3.0,Atu1793,related,Atu1793,PR:A9CIM3,True
organism-gene,PR:Q9ZU93,plant UBX domain-containing protein 2 (Arabidopsis thaliana),protein,,4.0,any,3.0,AtPUB3,exact,PUB3,PR:Q9ZU93,True
organism-gene,PR:Q8GUK6,CDP-diacylglycerol--inositol 3-phosphatidyltransferase 2 (Arabidopsis thaliana),protein,,4.0,any,3.0,AtPIS2,exact,CDP-diacylglycerol--inositol 3-phosphatidyltransferase 2 (Arabidopsis thaliana),PR:Q8GUK6,True
organism-gene,PR:Q8LBA6,CDP-diacylglycerol--inositol 3-phosphatidyltransferase 1 (Arabidopsis thaliana),protein,,4.0,any,3.0,AtPIS1,exact,CDP-diacylglycerol--inositol 3-phosphatidyltransferase 1 (Arabidopsis thaliana),PR:Q8LBA6,True
organism-gene,PR:Q9LZF1,heavy metal-associated isoprenylated plant protein 6 (Arabidopsis thaliana),protein,,4.0,any,3.0,AtHIP06,exact,CDI19,PR:Q9LZF1,True
organism-gene,PR:Q9FX86,CDPK-related kinase 8 (Arabidopsis thaliana),protein,,4.0,any,3.0,AtCRK8,exact,CDPK-related kinase 8 (Arabidopsis thaliana),PR:Q9FX86,True
organism-gene,PR:Q9LET1,CDPK-related kinase 7 (Arabidopsis thaliana),protein,,4.0,any,3.0,AtCRK7,exact,CDPK-related kinase 7 (Arabidopsis thaliana),PR:Q9LET1,True
organism-gene,PR:Q9SG12,CDPK-related kinase 6 (Arabidopsis thaliana),protein,PR:000017404,4.0,any,3.0,AtCRK6,exact,CDPK-related kinase 6 (Arabidopsis thaliana),PR:Q9SG12,True
organism-gene,PR:Q9SCS2,CDPK-related kinase 5 (Arabidopsis thaliana),protein,,4.0,any,3.0,AtCRK5,exact,CDPK-related kinase 5 (Arabidopsis thaliana),PR:Q9SCS2,True
organism-gene,PR:Q9FIM9,CDPK-related kinase 4 (Arabidopsis thaliana),protein,,4.0,any,3.0,AtCRK4,exact,CDPK-related kinase 4 (Arabidopsis thaliana),PR:Q9FIM9,True
organism-gene,PR:Q9ZUZ2,CDPK-related kinase 3 (Arabidopsis thaliana),protein,,4.0,any,3.0,AtCRK3,exact,CDPK-related kinase 3 (Arabidopsis thaliana),PR:Q9ZUZ2,True
organism-gene,PR:Q9LJL9,CDPK-related kinase 2 (Arabidopsis thaliana),protein,PR:000012441,4.0,any,3.0,AtCRK2,exact,At-CDK16,PR:Q9LJL9,True
organism-gene,PR:Q9FN50,"protein CHAPERONE-LIKE PROTEIN OF POR1, chloroplastic (Arabidopsis thaliana)",protein,,4.0,any,3.0,AtCPP1,exact,CDF1,PR:Q9FN50,True
organism-gene,PR:Q9ZUZ2,CDPK-related kinase 3 (Arabidopsis thaliana),protein,,4.0,any,3.0,AtCK,exact,CDPK-related kinase 3 (Arabidopsis thaliana),PR:Q9ZUZ2,True
organism-gene,PR:Q9M1S9,CDT1-like protein b (Arabidopsis thaliana),protein,,4.0,any,3.0,AtCDT1b,exact,AtCDT1b,PR:Q9M1S9,True
organism-gene,PR:Q9SJW9,"CDT1-like protein a, chloroplastic (Arabidopsis thaliana)",protein,,4.0,any,3.0,AtCDT1a,exact,AtCDT1a,PR:Q9SJW9,True
organism-gene,PR:Q42396,calcium-dependent protein kinase 12 (Arabidopsis thaliana),protein,PR:000010430,4.0,any,3.0,AtCDPK9,exact,CDPK9,PR:Q42396,True
organism-gene,PR:Q42479,calcium-dependent protein kinase 3 (Arabidopsis thaliana),protein,PR:000010167,4.0,any,3.0,AtCDPK6,exact,CDPK6,PR:Q42479,True
organism-gene,PR:Q38872,calcium-dependent protein kinase 6 (Arabidopsis thaliana),protein,,4.0,any,3.0,AtCDPK3,exact,CDPK3,PR:Q38872,True
organism-gene,PR:Q39016,calcium-dependent protein kinase 11 (Arabidopsis thaliana),protein,,4.0,any,3.0,AtCDPK2,exact,CDPK2,PR:Q39016,True
organism-gene,PR:Q9SSF8,calcium-dependent protein kinase 30 (Arabidopsis thaliana),protein,,4.0,any,3.0,AtCDPK1a,exact,CDPK1A,PR:Q9SSF8,True
organism-gene,PR:Q42438,calcium-dependent protein kinase 8 (Arabidopsis thaliana),protein,,4.0,any,3.0,AtCDPK19,exact,CDPK19,PR:Q42438,True
organism-gene,PR:Q9M9V8,calcium-dependent protein kinase 10 (Arabidopsis thaliana),protein,,4.0,any,3.0,AtCDPK1,exact,CDPK1,PR:Q9M9V8,True
organism-gene,PR:Q9FN50,"protein CHAPERONE-LIKE PROTEIN OF POR1, chloroplastic (Arabidopsis thaliana)",protein,,4.0,any,3.0,AtCDF1,exact,CDF1,PR:Q9FN50,True
organism-gene,PR:P54609,cell division control protein 48 homolog A (Arabidopsis thaliana),protein,,4.0,any,3.0,AtCDC48a,exact,CDC48,PR:P54609,True
organism-gene,PR:F4K5R6,"cell division cycle 20.6, cofactor of APC complex (Arabidopsis thaliana)",protein,,4.0,any,3.0,AtCDC20.6,exact,CDC20_6,PR:F4K5R6,True
organism-gene,PR:Q3E906,"cell division cycle 20.5, cofactor of APC complex (Arabidopsis thaliana)",protein,,4.0,any,3.0,AtCDC20.5,exact,CDC20_5,PR:Q3E906,True
organism-gene,PR:Q4PSE4,"cell division cycle 20.4, cofactor of APC complex (Arabidopsis thaliana)",protein,,4.0,any,3.0,AtCDC20.4,exact,CDC20_3,PR:Q4PSE4,True
organism-gene,PR:Q9S7H3,"cell division cycle 20.3, cofactor of APC complex (Arabidopsis thaliana)",protein,,4.0,any,3.0,AtCDC20.3,exact,CDC20_4,PR:Q9S7H3,True
organism-gene,PR:Q9S7I8,"cell division cycle 20.2, cofactor of APC complex (Arabidopsis thaliana)",protein,,4.0,any,3.0,AtCDC20.2,exact,CDC20_1,PR:Q9S7I8,True
organism-gene,PR:Q9SZA4,"cell division cycle 20.1, cofactor of APC complex (Arabidopsis thaliana)",protein,,4.0,any,3.0,AtCDC20.1,exact,CDC20_2,PR:Q9SZA4,True
organism-gene,PR:O80673,CDPK-related kinase 1 (Arabidopsis thaliana),protein,,4.0,any,3.0,AtCBK3,exact,CDPK-related kinase 1 (Arabidopsis thaliana),PR:O80673,True
organism-gene,PR:Q8W4P1,cyclin-dependent kinase C-2 (Arabidopsis thaliana),protein,PR:000005267,2.0,any,3.0,At5g64960,related,At-CDK9,PR:Q8W4P1,True
organism-gene,PR:Q84TI6,cyclin-dependent kinase E-1 (Arabidopsis thaliana),protein,,2.0,any,3.0,At5g63610,related,At-CDKE-1,PR:Q84TI6,True
organism-gene,PR:Q9FLI7,CDGSH iron-sulfur domain-containing protein NEET (Arabidopsis thaliana),protein,,2.0,any,3.0,At5g51720,related,CDGSH iron-sulfur domain-containing protein NEET (Arabidopsis thaliana),PR:Q9FLI7,True
organism-gene,PR:F4K5R6,"cell division cycle 20.6, cofactor of APC complex (Arabidopsis thaliana)",protein,,2.0,any,3.0,At5g27945,related,CDC20_6,PR:F4K5R6,True
organism-gene,PR:Q3E906,"cell division cycle 20.5, cofactor of APC complex (Arabidopsis thaliana)",protein,,2.0,any,3.0,At5g27570,related,CDC20_5,PR:Q3E906,True
organism-gene,PR:Q9S7H3,"cell division cycle 20.3, cofactor of APC complex (Arabidopsis thaliana)",protein,,2.0,any,3.0,At5g27080,related,CDC20_4,PR:Q9S7H3,True
organism-gene,PR:Q4PSE4,"cell division cycle 20.4, cofactor of APC complex (Arabidopsis thaliana)",protein,,2.0,any,3.0,At5g26900,related,CDC20_3,PR:Q4PSE4,True
organism-gene,PR:Q9FIM9,CDPK-related kinase 4 (Arabidopsis thaliana),protein,,2.0,any,3.0,At5g24430,related,CDPK-related kinase 4 (Arabidopsis thaliana),PR:Q9FIM9,True
organism-gene,PR:Q42396,calcium-dependent protein kinase 12 (Arabidopsis thaliana),protein,PR:000010430,2.0,any,3.0,At5g23580,related,CDPK9,PR:Q42396,True
organism-gene,PR:Q9FN50,"protein CHAPERONE-LIKE PROTEIN OF POR1, chloroplastic (Arabidopsis thaliana)",protein,,2.0,any,3.0,At5g23040,related,CDF1,PR:Q9FN50,True
organism-gene,PR:Q42438,calcium-dependent protein kinase 8 (Arabidopsis thaliana),protein,,2.0,any,3.0,At5g19450,related,CDPK19,PR:Q42438,True
organism-gene,PR:Q8LPL5,protein FIZZY-RELATED 3 (Arabidopsis thaliana),protein,,2.0,any,3.0,At5g13840,related,CDH1-3,PR:Q8LPL5,True
organism-gene,PR:Q9LFT8,cyclin-dependent kinase C-1 (Arabidopsis thaliana),protein,,2.0,any,3.0,At5g10270,related,At-CDKC-1,PR:Q9LFT8,True
organism-gene,PR:Q06850,calcium-dependent protein kinase 1 (Arabidopsis thaliana),protein,,2.0,any,3.0,At5g04870,related,At-CPK1,PR:Q06850,True
organism-gene,PR:Q9LZF1,heavy metal-associated isoprenylated plant protein 6 (Arabidopsis thaliana),protein,,2.0,any,3.0,At5g03380,related,CDI19,PR:Q9LZF1,True
organism-gene,PR:Q0WRY5,serine/threonine-protein kinase PBL7 (Arabidopsis thaliana),protein,,2.0,any,3.0,At5g02800,related,CDL1,PR:Q0WRY5,True
organism-gene,PR:Q8GUK6,CDP-diacylglycerol--inositol 3-phosphatidyltransferase 2 (Arabidopsis thaliana),protein,,2.0,any,3.0,At4g38570,related,CDP-diacylglycerol--inositol 3-phosphatidyltransferase 2 (Arabidopsis thaliana),PR:Q8GUK6,True
organism-gene,PR:Q9SZA4,"cell division cycle 20.1, cofactor of APC complex (Arabidopsis thaliana)",protein,,2.0,any,3.0,At4g33270,related,CDC20_2,PR:Q9SZA4,True
organism-gene,PR:Q9S7I8,"cell division cycle 20.2, cofactor of APC complex (Arabidopsis thaliana)",protein,,2.0,any,3.0,At4g33260,related,CDC20_1,PR:Q9S7I8,True
organism-gene,PR:O80345,cyclin-dependent kinase F-1 (Arabidopsis thaliana),protein,,2.0,any,3.0,At4g28980,related,At-CDKF-1,PR:O80345,True
organism-gene,PR:Q1PE48,phosphatidate cytidylyltransferase 3 (Arabidopsis thaliana),protein,,2.0,any,3.0,At4g26770,related,At-CDS3,PR:Q1PE48,True
organism-gene,PR:Q42479,calcium-dependent protein kinase 3 (Arabidopsis thaliana),protein,PR:000010167,2.0,any,3.0,At4g23650,related,CDPK6,PR:Q42479,True
organism-gene,PR:Q8L3Z8,protein FIZZY-RELATED 2 (Arabidopsis thaliana),protein,,2.0,any,3.0,At4g22910,related,CDH1-2,PR:Q8L3Z8,True
organism-gene,PR:O49639,phosphatidate cytidylyltransferase 2 (Arabidopsis thaliana),protein,,2.0,any,3.0,At4g22340,related,At-CDS2,PR:O49639,True
organism-gene,PR:Q9SUG6,plant UBX domain-containing protein 3 (Arabidopsis thaliana),protein,,2.0,any,3.0,At4g22150,related,At-PUX3,PR:Q9SUG6,True
organism-gene,PR:Q8VZS9,protein FIZZY-RELATED 1 (Arabidopsis thaliana),protein,,2.0,any,3.0,At4g11920,related,CDH1-1,PR:Q8VZS9,True
